100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821d0c7-f358-11e4-8a18-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821d77a-f358-11e4-8503-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821dc40-f358-11e4-8b60-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821e08f-f358-11e4-82be-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821e456-f358-11e4-8520-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821e847-f358-11e4-8e75-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821ed56-f358-11e4-84de-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821f413-f358-11e4-86f0-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9821f7d2-f358-11e4-8734-d49a20be82c0>
100,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822017c-f358-11e4-84bd-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/982205eb-f358-11e4-8af6-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98220a1a-f358-11e4-8f5b-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98220e13-f358-11e4-8419-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98221261-f358-11e4-8353-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822163b-f358-11e4-8632-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/982219fb-f358-11e4-81a3-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98221d97-f358-11e4-815c-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822218f-f358-11e4-8b77-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822252b-f358-11e4-87a0-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822290a-f358-11e4-8825-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98222ce8-f358-11e4-8346-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/982230c5-f358-11e4-8adc-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98223544-f358-11e4-8bff-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/982239ed-f358-11e4-8e1b-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98223dd5-f358-11e4-842e-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822417e-f358-11e4-841d-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98224525-f358-11e4-8851-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98224908-f358-11e4-8fef-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98224cc4-f358-11e4-8012-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822508a-f358-11e4-83a9-d49a20be82c0>
101,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98225408-f358-11e4-8651-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/982257cb-f358-11e4-8e3e-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98225b6d-f358-11e4-8e3b-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98225f51-f358-11e4-81f7-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822635a-f358-11e4-85fd-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98226730-f358-11e4-851e-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98226aec-f358-11e4-85a4-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98226e90-f358-11e4-8bd6-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822726e-f358-11e4-831d-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822764d-f358-11e4-8016-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98227a09-f358-11e4-80cf-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/98227de7-f358-11e4-88f0-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/982281a2-f358-11e4-8ed4-d49a20be82c0>
102A,<http://data.oceandrilling.org/id/iodp/personaldeployment/v1/9822856b-f358-11e4-8a35-d49a20be82c0>
